Datasheet,Image,DK Part #,MfrPartNum,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Operating Temperature","Polarization","Ratings","Applications","Ripple Current @ Low Frequency","Ripple Current @ High Frequency","Impedance","Lead Spacing","Size / Dimension","Height - Seated (Max)","Surface Mount Land Size","Mounting Type","Package / Case"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1174-ND","688TTA025M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 6800UF 20% 25V AXIAL","98","6.9","0","1","Bulk","TTA","Active","6800 µF","±20%","25 V","66mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","2.48 A @ 120 Hz","3.1744 A @ 50 kHz","-","-","0.709"" Dia x 1.614"" L (18.00mm x 41.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKH-Series_12-17%28HT%29.jpg","1572-1284-ND","106CKH050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 10UF 20% 50V RADIAL","4","0.26","0","1","Bulk","CKH","Active","10 µF","±20%","50 V","16.579Ohm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","55 mA @ 120 Hz","126.5 mA @ 100 kHz","-","0.079"" (2.00mm)","0.197"" Dia (5.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKE-Series_12-14%28HT%29.jpg","1572-1744-ND","477CKE016M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 470UF 20% 16V RADIAL","2,580","0.39","0","1","Bulk","CKE","Active","470 µF","±20%","16 V","564.4mOhm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","365 mA @ 120 Hz","-","-","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.512"" (13.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKR_CKS.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKS-Series-26.5%28HS%29.JPG","1572-1481-ND","476CKS250M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 47UF 20% 250V RADIAL","1,794","1.5","0","1","Bulk","CKS","Active","47 µF","±20%","250 V","7.055Ohm @ 120Hz","2000 Hrs @ 85°C","-25°C ~ 85°C","Polar","-","General Purpose","350 mA @ 120 Hz","-","-","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.043"" (26.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1052-ND","107TTA350M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 100UF 20% 350V AXIAL","921","6.87","0","1","Bulk","TTA","Active","100 µF","±20%","350 V","3.316Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","460 mA @ 120 Hz","-","-","-","0.709"" Dia x 1.614"" L (18.00mm x 41.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKE-Series_12-14%28HT%29.jpg","1572-1091-ND","225CKE450M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 2.2UF 20% 450V RADIAL","1,134","0.74","0","1","Bulk","CKE","Active","2.2 µF","±20%","450 V","150.71Ohm @ 120Hz","2000 Hrs @ 105°C","-25°C ~ 105°C","Polar","-","General Purpose","31 mA @ 120 Hz","-","-","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.551"" (14.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1663-ND","107TTA160M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 100UF 20% 160V AXIAL","367","3.65","0","1","Bulk","TTA","Active","100 µF","±20%","160 V","3.316Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","400 mA @ 120 Hz","-","-","-","0.630"" Dia x 1.220"" L (16.00mm x 31.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1310-ND","107TTA250M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 100UF 20% 250V AXIAL","6","4.94","0","1","Bulk","TTA","Active","100 µF","±20%","250 V","3.316Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","450 mA @ 120 Hz","-","-","-","0.630"" Dia x 1.614"" L (16.00mm x 41.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/LBA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/LBA-Series-22-30%28Ht%29.jpg","1572-1159-ND","478LBA035M2CC","Illinois Capacitor","Illinois Capacitor","CAP ALUM 4700UF 20% 35V SNAP","279","4.02","0","1","Bulk","LBA","Active","4700 µF","±20%","35 V","141.09mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","2.35 A @ 120 Hz","2.9375 A @ 10 kHz","-","0.394"" (10.00mm)","0.984"" Dia (25.00mm)","1.043"" (26.50mm)","-","Through Hole","Radial, Can - Snap-In"
"https://www.cde.com/resources/catalogs/LBA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/LBA-Series-46-52%28Ht%29.jpg","1572-1116-ND","229LBA035M2EG","Illinois Capacitor","Illinois Capacitor","CAP ALUM 22000UF 20% 35V SNAP","917","9.35","0","1","Bulk","LBA","Active","22000 µF","±20%","35 V","30.14mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","6.25 A @ 120 Hz","7.8125 A @ 10 kHz","-","0.394"" (10.00mm)","1.378"" Dia (35.00mm)","1.850"" (47.00mm)","-","Through Hole","Radial, Can - Snap-In"
"https://www.cde.com/resources/catalogs/CKR_CKS.pdf","-","1572-1706-ND","227CKS035M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 220UF 20% 35V RADIAL","20,490","0.42","0","1","Bulk","CKS","Active","220 µF","±20%","35 V","1.055Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","405 mA @ 120 Hz","-","-","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.512"" (13.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKE-Series_12-14%28HT%29.jpg","1572-1720-ND","337CKE035M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 330UF 20% 35V RADIAL","943","0.75","0","1","Bulk","CKE","Active","330 µF","±20%","35 V","603mOhm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","420 mA @ 120 Hz","-","-","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.551"" (14.00mm)","-","Through Hole","Radial, Can"
"-","//media.digikey.com/Photos/Panasonic%20Photos/EEU-FR0J122.jpg","3845-EEU-FR1H121L-ND","EEU-FR1H121L","Panasonic","Galco Industrial Electronics","CAPACITOR, 120 MFD, 50VDC, RADIA","420","0.41","0","1","Box","FR","Active","120 µF","±20%","50 V","-","8000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","798 mA @ 120 Hz","1.14 A @ 100 kHz","45 mOhms","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.650"" (16.50mm)","-","Through Hole","Radial, Can"
"-","//media.digikey.com/photos/Panasonic%20Photos/FC%20SERIES%2011.5,8.jpg","3845-EEU-FC1V121-ND","EEU-FC1V121","Panasonic","Galco Industrial Electronics","CAPACITOR, 120 MFD, 35VDC, RADIA","475","0.35","0","1","Box","FC","Active","120 µF","±20%","35 V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","360.75 mA @ 120 Hz","555 mA @ 100 kHz","117 mOhms","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"-","//media.digikey.com/photos/Cornell%20Dubilier%20Photos/SEK330M250ST.JPG","3845-SEK2R2M050ST-ND","SEK2R2M050ST","Galco Industrial Electronics","Galco Industrial Electronics","CAPACITOR, 2.2 MFD, 50VDC, RADIA","790","0.24","0","1","Box","SEK","Active","2.2 µF","±20%","50 V","72.38Ohm @ 120Hz","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","18 mA @ 120 Hz","25.2 mA @ 10 kHz","-","0.079"" (2.00mm)","0.197"" Dia (5.00mm)","0.433"" (11.00mm)","-","Through Hole","Radial, Can"
"-","-","3845-SEK222M025ST-ND","SEK222M025ST","Galco Industrial Electronics","Galco Industrial Electronics","CAPACITOR, 2200 MFD, 25VDC, RADI","392","1.22","0","1","Box","SEK","Active","2200 µF","±20%","25 V","110mOhm @ 120Hz","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","1.23 A @ 120 Hz","1.476 A @ 10 kHz","-","0.197"" (5.00mm)","0.512"" Dia (13.00mm)","1.102"" (28.00mm)","-","Through Hole","Radial, Can"
"-","//media.digikey.com/Photos/Panasonic%20Photos/NHG5-SERIES.jpg","3845-ECA-1HHG330-ND","ECA-1HHG330","Panasonic","Galco Industrial Electronics","CAPACITOR, 33 MFD, 50VDC, RADIAL","282","0.31","0","1","Box","NHG","Active","33 µF","±20%","50 V","-","1000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","General Purpose","90 mA @ 120 Hz","180 mA @ 100 kHz","-","0.079"" (2.00mm)","0.197"" Dia (5.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"-","//media.digikey.com/Photos/Panasonic%20Photos/NHG12-SERIES.jpg","3845-ECA-1JHG471-ND","ECA-1JHG471","Panasonic","Galco Industrial Electronics","CAPACITOR, 470 MFD, 63VDC, RADIA","345","0.74","0","1","Box","NHG","Active","470 µF","±20%","63 V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","General Purpose","640 mA @ 120 Hz","960 mA @ 100 kHz","-","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)","-","Through Hole","Radial, Can"
"-","//media.digikey.com/photos/Cornell%20Dubilier%20Photos/SEK330M250ST.JPG","3845-SEK330M025ST-ND","SEK330M025ST","Galco Industrial Electronics","Galco Industrial Electronics","CAPACITOR, 33 MFD, 25VDC, RADIAL","200","0.1","0","100","Box","SEK","Active","33 µF","±20%","25 V","6.43Ohm @ 120Hz","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","75 mA @ 120 Hz","90 mA @ 10 kHz","-","0.079"" (2.00mm)","0.197"" Dia (5.00mm)","0.433"" (11.00mm)","-","Through Hole","Radial, Can"
"-","//media.digikey.com/photos/Cornell%20Dubilier%20Photos/SK470M063ST.JPG","3845-SK100M160ST-ND","SK100M160ST","Galco Industrial Electronics","Galco Industrial Electronics","CAPACITOR, 10 MFD, 160VDC, RADIA","224","0.31","0","100","Box","SK","Active","10 µF","±20%","160 V","19.9Ohm @ 120Hz","2000 Hrs @ 85°C","-25°C ~ 85°C","Polar","-","General Purpose","65 mA @ 120 Hz","104 mA @ 10 kHz","-","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.512"" (13.00mm)","-","Through Hole","Radial, Can"
"-","//media.digikey.com/photos/Cornell%20Dubilier%20Photos/SEK330M250ST.JPG","3845-SEK330M016ST-ND","SEK330M016ST","Galco Industrial Electronics","Galco Industrial Electronics","CAPACITOR, 33 MFD, 16VDC, RADIAL","1,813","0.1","0","100","Box","SEK","Active","33 µF","±20%","16 V","7.24Ohm @ 120Hz","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","70 mA @ 120 Hz","84 mA @ 10 kHz","-","0.079"" (2.00mm)","0.197"" Dia (5.00mm)","0.433"" (11.00mm)","-","Through Hole","Radial, Can"
"-","-","3845-SEK100M050ST-ND","SEK100M050ST","Galco Industrial Electronics","Galco Industrial Electronics","CAPACITOR, 10 MFD, 50VDC, RADIAL","527","0.22","0","1","Box","SEK","Active","10 µF","±20%","50 V","15.92Ohm @ 120Hz","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","50 mA @ 120 Hz","70 mA @ 10 kHz","-","0.079"" (2.00mm)","0.197"" Dia (5.00mm)","0.433"" (11.00mm)","-","Through Hole","Radial, Can"
"-","-","3845-SEK221M035ST-ND","SEK221M035ST","Galco Industrial Electronics","Galco Industrial Electronics","CAPACITOR, 220 MFD, 35VDC, RADIA","385","0.44","0","1","Box","SEK","Active","220 µF","±20%","35 V","840mOhm @ 120Hz","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","315 mA @ 120 Hz","441 mA @ 10 kHz","-","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.591"" (15.00mm)","-","Through Hole","Radial, Can"
"-","-","3845-SEK330M063ST-ND","SEK330M063ST","Galco Industrial Electronics","Galco Industrial Electronics","CAPACITOR, 33 MFD, 63VDC, RADIAL","311","0.13","0","100","Box","SEK","Active","33 µF","±20%","63 V","4.02Ohm @ 120Hz","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","110 mA @ 120 Hz","154 mA @ 10 kHz","-","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.512"" (13.00mm)","-","Through Hole","Radial, Can"
"-","-","3845-SKA470M160-ND","SKA470M160","Galco Industrial Electronics","Galco Industrial Electronics","CAPACITOR, 47 MFD, 160VDC, AXIAL","200","0.52","0","1","Box","SKA","Active","47 µF","±20%","160 V","5.65Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","180 mA @ 120 Hz","225 mA @ 1 kHz","-","-","0.512"" Dia x 1.181"" L (13.00mm x 30.00mm)","-","-","Through Hole","Axial, Can"
"https://www.vishay.com/docs/28459/152cme.pdf","//media.digikey.com/Photos/Vishay%20BC%20Photos/MFG_MAL215299x0xE3.jpg","56-MAL215299704E3TR-ND,56-MAL215299704E3CT-ND,56-MAL215299704E3DKR-ND","MAL215299704E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 10UF 20% 450V SMD","558","3.7","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","152 CME","Active","10 µF","±20%","450 V","-","5000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","90 mA @ 100 Hz","225 mA @ 30 kHz","2.9 Ohms","-","0.630"" Dia (16.00mm)","0.689"" (17.50mm)","0.654"" L x 0.654"" W (16.60mm x 16.60mm)","Surface Mount","Radial, Can - SMD"
"https://www.vishay.com/docs/28459/152cme.pdf","//media.digikey.com/Photos/Vishay%20BC%20Photos/MFG_MAL215299x0xE3.jpg","56-MAL215299707E3TR-ND,56-MAL215299707E3CT-ND,56-MAL215299707E3DKR-ND","MAL215299707E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 33UF 20% 450V SMD","152","4.66","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","152 CME","Active","33 µF","±20%","450 V","-","6000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","160 mA @ 100 Hz","400 mA @ 30 kHz","1.1 Ohms","-","0.709"" Dia (18.00mm)","0.866"" (22.00mm)","0.748"" L x 0.748"" W (19.00mm x 19.00mm)","Surface Mount","Radial, Can - SMD"
"https://www.vishay.com/docs/28459/152cme.pdf","//media.digikey.com/Photos/Vishay%20BC%20Photos/MFG_MAL215299x0xE3.jpg","56-MAL215299604E3TR-ND,56-MAL215299604E3CT-ND,56-MAL215299604E3DKR-ND","MAL215299604E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 10UF 20% 400V SMD","969","2.97","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","152 CME","Active","10 µF","±20%","400 V","-","4000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","80 mA @ 100 Hz","200 mA @ 30 kHz","3.5 Ohms","-","0.492"" Dia (12.50mm)","0.650"" (16.50mm)","0.508"" L x 0.508"" W (12.90mm x 12.90mm)","Surface Mount","Radial, Can - SMD"
"https://www.rubycon.co.jp/wp-content/uploads/catalog-aluminum/ZLH.pdf","//media.digikey.com/Photos/Rubycon/10ZLH330MEFC6.3X11.jpg","1189-1300-ND","35ZLH100MEFC6.3X11","Rubycon","Rubycon","CAP ALUM 100UF 20% 35V RADIAL","156,336","0.34","0","1","Bulk","ZLH","Active","100 µF","±20%","35 V","-","6000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","270 mA @ 120 Hz","540 mA @ 100 kHz","94 mOhms","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/ww/products/pt/aluminum-cap-lead/models/EEUFC1E102S","//media.digikey.com/photos/Panasonic%20Photos/FC%20SERIES%2015,16-18.jpg","P10279-ND","EEU-FC1E102S","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 1000UF 20% 25V RADIAL","8,795","1.33","0","1","Bulk","FC","Active","1000 µF","±20%","25 V","-","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","1.268 A @ 120 Hz","1.69 A @ 100 kHz","43 mOhms","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","0.591"" (15.00mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/ww/products/pt/aluminum-cap-lead/models/EEUFC1J182","//media.digikey.com/Photos/Panasonic%20Photos/EEU-FC2A151S.JPG","P11283-ND","EEU-FC1J182","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 1800UF 20% 63V RADIAL","1,819","3.12","0","1","Bulk","FC","Active","1800 µF","±20%","63 V","-","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","2.564 A @ 120 Hz","3.205 A @ 100 kHz","25 mOhms","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.575"" (40.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upw.pdf","//media.digikey.com/photos/Nichicon%20Photos/PW%20SERIES%2040.0%2018D%20996-999.jpg","493-1884-ND","UPW1V472MHD","Nichicon","Nichicon","CAP ALUM 4700UF 20% 35V RADIAL","2,564","3.54","0","1","Bulk","UPW","Active","4700 µF","±20%","35 V","-","8000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","3.23 A @ 120 Hz","3.8 A @ 100 kHz","14 mOhms","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.575"" (40.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upj.pdf","//media.digikey.com/Photos/Nichicon%20Photos/UPJ1J151MPD1TD.JPG","493-11422-1-ND,493-11422-3-ND","UPJ2A010MDD1TD","Nichicon","Nichicon","CAP ALUM 1UF 20% 100V RADIAL","5,855","0.34","0","1","Cut Tape (CT),Tape & Box (TB)","UPJ","Not For New Designs","1 µF","±20%","100 V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","13 mA @ 120 Hz","27 mA @ 10 kHz","17 Ohms","0.098"" (2.50mm)","0.197"" Dia (5.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.rubycon.co.jp/wp-content/uploads/catalog-aluminum/YXF.pdf","//media.digikey.com/Photos/Rubycon/50YXF100MEFC8X11.5.JPG","1189-3763-1-ND,1189-3763-3-ND","50YXF100MEFCT78X11.5","Rubycon","Rubycon","CAP ALUM 100UF 20% 50V RADIAL","8,980","0.38","0","1","Cut Tape (CT),Tape & Box (TB)","YXF","Active","100 µF","±20%","50 V","-","7000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","280 mA @ 120 Hz","400 mA @ 100 kHz","250 mOhms","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.512"" (13.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-ups.pdf","//media.digikey.com/Photos/Nichicon%20Photos/PS%20Series%208mm.jpg","493-11570-1-ND,493-11570-3-ND","UPS1V101MPD1TD","Nichicon","Nichicon","CAP ALUM 100UF 20% 35V RADIAL","17,861","0.46","0","1","Cut Tape (CT),Tape & Box (TB)","UPS","Active","100 µF","±20%","35 V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","205 mA @ 120 Hz","410 mA @ 100 kHz","280 mOhms","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.512"" (13.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-ubt.pdf","//media.digikey.com/Photos/Nichicon%20Photos/BT%20SERIES%2013.50mm.JPG","493-4505-1-ND,493-4505-3-ND","UBT1H010MPD1TD","Nichicon","Nichicon","CAP ALUM 1UF 20% 50V RADIAL","4,142","0.51","0","1","Cut Tape (CT),Tape & Box (TB)","UBT","Not For New Designs","1 µF","±20%","50 V","-","2000 Hrs @ 125°C","-40°C ~ 125°C","Polar","-","Automotive","17.5 mA @ 120 Hz","35 mA @ 100 kHz","2 Ohms","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.531"" (13.50mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upj.pdf","//media.digikey.com/Photos/Nichicon%20Photos/PJ%20Series%2010mm.JPG","493-5023-1-ND,493-5023-3-ND","UPJ1C331MPD6TD","Nichicon","Nichicon","CAP ALUM 330UF 20% 16V RADIAL","3,577","0.57","0","1","Cut Tape (CT),Tape & Box (TB)","UPJ","Active","330 µF","±20%","16 V","-","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","480 mA @ 120 Hz","625 mA @ 10 kHz","180 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.551"" (14.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-ubt.pdf","//media.digikey.com/Photos/Nichicon%20Photos/BT%20SERIES%2013.50mm.JPG","493-4496-1-ND,493-4496-3-ND","UBT1E101MPD1TD","Nichicon","Nichicon","CAP ALUM 100UF 20% 25V RADIAL","3,869","0.75","0","1","Cut Tape (CT),Tape & Box (TB)","UBT","Active","100 µF","±20%","25 V","-","2000 Hrs @ 125°C","-40°C ~ 125°C","Polar","-","Automotive","250 mA @ 120 Hz","500 mA @ 100 kHz","130 mOhms","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.531"" (13.50mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upw.pdf","//media.digikey.com/photos/Nichicon%20Photos/PW%20SERIES%2011.0%204D,5D%20996-999.jpg","493-1924-ND","UPW1J4R7MDD","Nichicon","Nichicon","CAP ALUM 4.7UF 20% 63V RADIAL","6,156","0.34","0","1","Bulk","UPW","Active","4.7 µF","±20%","63 V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","20.4 mA @ 120 Hz","68 mA @ 100 kHz","4.7 Ohms","0.079"" (2.00mm)","0.197"" Dia (5.00mm)","0.433"" (11.00mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/ww/products/capacitors/aluminum-capacitors/aluminum-cap-lead/models/EEUFC1J330","//media.digikey.com/photos/Panasonic%20Photos/FC%20SERIES%2011.2,6.3.jpg","P10764-ND","EEU-FC1J330","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 33UF 20% 63V RADIAL","2,612","0.4","0","1","Bulk","FC","Active","33 µF","±20%","63 V","-","1000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","156 mA @ 120 Hz","240 mA @ 100 kHz","1 Ohms","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.441"" (11.20mm)","-","Through Hole","Radial, Can"
"https://www.rubycon.co.jp/wp-content/uploads/catalog-aluminum/ZLH.pdf","//media.digikey.com/Photos/Rubycon/6.3ZLH1800MEFC10X16.JPG","1189-1147-ND","16ZLH1000MEFC10X16","Rubycon","Rubycon","CAP ALUM 1000UF 20% 16V RADIAL","7,752","0.57","0","1","Bulk","ZLH","Active","1000 µF","±20%","16 V","-","10000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","1.056 A @ 120 Hz","1.76 A @ 100 kHz","28 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.689"" (17.50mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-uhe.pdf","//media.digikey.com/Photos/Nichicon%20Photos/HE8%20SERIES.JPG","493-1522-ND","UHE1C471MPD","Nichicon","Nichicon","CAP ALUM 470UF 20% 16V RADIAL","3,413","0.6","0","1","Bulk","UHE","Active","470 µF","±20%","16 V","-","7000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","630 mA @ 120 Hz","840 mA @ 100 kHz","87 mOhms","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.591"" (15.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upw.pdf","//media.digikey.com/photos/Nichicon%20Photos/PW%20SERIES%2020.0%208D,10D%20996-999.jpg","493-1747-ND","UPW1A102MPD6","Nichicon","Nichicon","CAP ALUM 1000UF 20% 10V RADIAL","1,078","0.74","0","1","Bulk","UPW","Active","1000 µF","±20%","10 V","-","3000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","746.25 mA @ 120 Hz","995 mA @ 100 kHz","65 mOhms","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.787"" (20.00mm)","-","Through Hole","Radial, Can"
"https://www.rubycon.co.jp/wp-content/uploads/catalog-aluminum/ZLJ.pdf","//media.digikey.com/Photos/Rubycon/100ZLJ100M10X20.JPG","1189-1077-ND","10ZLJ1200M10X16","Rubycon","Rubycon","CAP ALUM 1200UF 20% 10V RADIAL","4,226","0.78","0","1","Bulk","ZLJ","Active","1200 µF","±20%","10 V","-","10000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","1.2 A @ 120 Hz","2 A @ 100 kHz","38 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.689"" (17.50mm)","-","Through Hole","Radial, Can"
"//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/KY_Series_DS.pdf","//media.digikey.com/photos/United%20Chemi-Con%20Photos/KY%20SERIES%2012.5H,10D.jpg","565-1547-ND","EKY-250ELL331MJC5S","United Chemi-Con","United Chemi-Con","CAP ALUM 330UF 20% 25V RADIAL","1,059","0.82","0","1","Bulk","KY","Active","330 µF","±20%","25 V","-","7000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","432.5 mA @ 120 Hz","865 mA @ 100 kHz","80 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
